0.0,21.71,387.4
0.0,24.16,371.4
0.0,23.93,360.0
0.0,21.1,384.6
0.01,21.66,353.7
0.03,23.9,386.6
0.05,24.32,398.7
0.06,22.57,351.9
0.08,22.99,368.3
0.1,22.94,364.6
